2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019402	34969
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019407	34965
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019412	34968
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019417	34965
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019424	34974
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019427	34964
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019434	34977
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019437	34975
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019442	34972
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019447	34968
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019452	34975
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019457	34987
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019462	34997
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019467	35005
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019472	34997
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019477	35000
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019482	34998
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019487	35003
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019492	35029
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019497	35006
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019502	35016
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019507	35070
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019512	35038
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019517	35024
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019522	35019
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019527	35027
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019532	35029
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019537	35020
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019542	35021
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019547	35033
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019554	35033
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019557	35038
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019564	35041
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019567	35035
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019572	35054
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019577	35038
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019582	35041
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019587	35046
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019592	35011
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019597	35017
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019604	35025
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019607	35033
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019612	35043
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019617	35048
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019622	35026
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019627	35020
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019632	35026
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019637	35033
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019642	35052
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019647	35046
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019652	35047
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019657	35056
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019662	35068
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019667	35066
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019672	35071
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019677	35106
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019684	35068
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019687	35078
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019694	35119
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019697	35075
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019703	35072
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019707	35087
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019712	35081
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019717	35095
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019722	35099
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019727	35084
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019732	35100
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019737	35101
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019742	35085
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019747	35087
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019752	35082
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019757	35082
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019762	35097
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019767	35100
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019772	35107
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019777	35097
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019782	35080
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019787	35105
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019792	35094
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019797	35082
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019802	35104
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019807	35107
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019812	35105
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019817	35120
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019822	35107
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019827	35110
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019832	35113
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019837	35118
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019842	35113
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019847	35124
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019854	35130
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019857	35123
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019862	35143
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019867	35139
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019872	35137
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019877	35146
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019882	35135
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019887	35145
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019892	35150
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019897	35167
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019902	35163
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019907	35190
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019912	35187
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019917	35201
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019922	35216
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019927	35180
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019932	35182
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019937	35216
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019942	35208
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019947	35198
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019952	35190
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019958	35198
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019962	35197
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019967	35182
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019974	35184
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019977	35188
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019985	35204
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019987	35212
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019992	35217
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583019997	35209
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020003	35213
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020007	35209
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020013	35210
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020017	35216
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020022	35223
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020027	35207
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020032	35227
2eb32e4a-4772-11ea-9d18-26361acb5d98	1583020037	35224
